time, lon1, lat1, depth1, lon2, lat2, depth2, file, number, shot1, shot2
       21.712901,      -88.80286,       29.18663,      -12.45652,      -88.80289,       29.17543,      -10.66304,K:\raw data\GM11\10-05\FL11278214153.png,  121, 1594, 1986
       21.834614,      -88.84993,       29.02325,      -15.44565,      -88.84972,       29.03287,      -14.72826,K:\raw data\GM11\10-05\FL11278214940.png,  128,  740, 1102
       21.839002,      -88.84961,       29.03608,      -18.91304,      -88.84896,       29.05706,      -12.69565,K:\raw data\GM11\10-05\FL11278214940.png,  128, 1214, 1994
       21.905442,      -88.84945,       29.22769,       -8.51087,      -88.84952,       29.23648,       -8.39130,K:\raw data\GM11\10-05\FL11278215406.png,  132,  390,  716
      0.59004778,      -88.68645,       29.74667,      -12.57609,      -88.68278,       29.74358,       -9.70652,K:\raw data\GM11\10-05\FL11279003522.png,  158,   50,  237
      0.59392722,      -88.67851,       29.73994,       -9.10870,      -88.67366,       29.73577,       -6.35870,K:\raw data\GM11\10-05\FL11279003522.png,  158,  469,  693
      0.59575111,      -88.67426,       29.73629,      -11.73913,      -88.66012,       29.72447,       -5.64130,K:\raw data\GM11\10-05\FL11279003522.png,  158,  666, 1348
      0.60082472,      -88.66260,       29.72651,      -14.72826,      -88.65141,       29.71738,       -7.91304,K:\raw data\GM11\10-05\FL11279003522.png,  158, 1214, 1762
      0.60500972,      -88.65328,       29.71891,      -14.72826,      -88.64702,       29.71383,      -13.41304,K:\raw data\GM11\10-05\FL11279003522.png,  158, 1666, 1992
      0.60828722,      -88.64639,       29.71332,      -13.05435,      -88.64131,       29.70924,      -12.81522,K:\raw data\GM11\10-05\FL11279003629.png,  159,   20,  248
      0.61208306,      -88.63749,       29.70618,      -16.40217,      -88.62993,       29.70004,      -12.69565,K:\raw data\GM11\10-05\FL11279003629.png,  159,  430,  812
      0.61593472,      -88.62868,       29.69901,       -6.95652,      -88.62371,       29.69490,      -10.66304,K:\raw data\GM11\10-05\FL11279003629.png,  159,  846, 1114
      0.67005111,      -88.50959,       29.60147,      -32.42391,      -88.49711,       29.59131,      -29.31522,K:\raw data\GM11\10-05\FL11279003949.png,  162,  691, 1280
      0.72018611,      -88.39645,       29.50895,      -11.85870,      -88.39220,       29.50534,      -11.38043,K:\raw data\GM11\10-05\FL11279004309.png,  165,  106,  347
      0.73390722,      -88.36680,       29.48426,       -8.75000,      -88.35995,       29.47867,       -8.98913,K:\raw data\GM11\10-05\FL11279004309.png,  165, 1588, 1899
      0.73816639,      -88.35686,       29.47613,      -11.26087,      -88.34634,       29.46755,      -12.33696,K:\raw data\GM11\10-05\FL11279004415.png,  166,   48,  554
      0.74509167,      -88.34135,       29.46351,       -9.34783,      -88.33446,       29.45797,       -8.86957,K:\raw data\GM11\10-05\FL11279004415.png,  166,  796, 1137
      0.75736861,      -88.31377,       29.44121,       -8.98913,      -88.30694,       29.43555,       -8.51087,K:\raw data\GM11\10-05\FL11279004522.png,  167,  122,  440
       1.3756556,      -88.29902,       29.11954,      -19.15217,      -88.29955,       29.10681,       -6.00000,K:\raw data\GM11\10-05\FL11279012202.png,  200,  902, 1362
       2.2627556,      -88.64832,       29.20741,       -5.28261,      -88.64850,       29.22597,      -23.09783,K:\raw data\GM11\10-05\FL11279021522.png,  248,  716, 1399
       2.2643108,      -88.64832,       29.21143,       -3.72826,      -88.64882,       29.24065,       -9.70652,K:\raw data\GM11\10-05\FL11279021522.png,  248,  884, 1968
       2.2944661,      -88.69580,       29.24843,       -8.03261,      -88.69846,       29.22927,       -9.70652,K:\raw data\GM11\10-05\FL11279021735.png,  250,  141,  868
       2.3024561,      -88.69893,       29.22531,       -9.58696,      -88.70026,       29.21103,       -9.34783,K:\raw data\GM11\10-05\FL11279021735.png,  250, 1004, 1572
       2.3075297,      -88.70026,       29.21103,      -16.76087,      -88.70104,       29.19910,       -7.91304,K:\raw data\GM11\10-05\FL11279021735.png,  250, 1552, 1988
       2.4972100,      -88.74874,       29.19740,      -12.81522,      -88.74865,       29.20541,      -19.63043,K:\raw data\GM11\10-05\FL11279022949.png,  261,   10,  300
       2.5045244,      -88.74859,       29.21914,      -12.21739,      -88.74989,       29.24591,      -11.85870,K:\raw data\GM11\10-05\FL11279022949.png,  261,  800, 1790
       2.5853700,      -88.80118,       29.09032,       -8.75000,      -88.80103,       29.07837,      -10.54348,K:\raw data\GM11\10-05\FL11279023416.png,  265, 1532, 1988
       2.5898142,      -88.80103,       29.07837,      -11.14130,      -88.80097,       29.06168,      -10.66304,K:\raw data\GM11\10-05\FL11279023523.png,  266,   12,  618
       2.6709933,      -88.84906,       29.01682,      -12.33696,      -88.84895,       29.04427,      -14.36957,K:\raw data\GM11\10-05\FL11279023949.png,  270,  780, 1802
       2.6839922,      -88.84904,       29.05471,      -17.95652,      -88.84948,       29.08196,       -9.82609,K:\raw data\GM11\10-05\FL11279024056.png,  271,  184, 1210
       2.6854181,      -88.84908,       29.05876,      -30.15217,      -88.84952,       29.08516,      -19.27174,K:\raw data\GM11\10-05\FL11279024056.png,  271,  338, 1320
       2.7791147,      -88.89185,       29.32647,      -10.90217,      -88.90437,       29.35111,      -14.72826,K:\raw data\GM11\10-05\FL11279024629.png,  276,  458, 1410
       2.7997244,      -88.91988,       29.38370,      -16.88043,      -88.92634,       29.39609,       -7.67391,K:\raw data\GM11\10-05\FL11279024736.png,  277,  684, 1147
