time, lon1, lat1, depth1, lon2, lat2, depth2, file, number, shot1, shot2
       2.2194831,      -88.45229,       29.69237,      -30.98913,      -88.45202,       29.64855,      -32.06522,K:\raw data\GM11\09-29\FL11273021257.png,  218,  390, 1990
       2.2927553,      -88.39924,       29.66485,      -32.18478,      -88.39808,       29.69153,      -30.86957,K:\raw data\GM11\09-29\FL11273021724.png,  222,  304, 1336
       2.3826006,      -88.38109,       29.90858,      -22.61957,      -88.37054,       29.90804,      -24.17391,K:\raw data\GM11\09-29\FL11273022257.png,  227,    8,  362
       2.3943958,      -88.35078,       29.89036,      -21.42391,      -88.34694,       29.87168,      -20.22826,K:\raw data\GM11\09-29\FL11273022257.png,  227, 1282, 1984
       2.4010806,      -88.34692,       29.87085,      -19.86957,      -88.34908,       29.84446,      -21.30435,K:\raw data\GM11\09-29\FL11273022404.png,  228,    4,  943
       2.5318856,      -88.29869,       29.67022,      -30.39130,      -88.29829,       29.67965,      -30.15217,K:\raw data\GM11\09-29\FL11273023150.png,  235,  132,  498
       2.5373853,      -88.29813,       29.68592,      -30.03261,      -88.29810,       29.68829,      -30.03261,K:\raw data\GM11\09-29\FL11273023150.png,  235,  726,  832
       2.5493658,      -88.29825,       29.71956,      -19.15217,      -88.29819,       29.73201,      -19.51087,K:\raw data\GM11\09-29\FL11273023257.png,  236,   20,  494
       2.5918256,      -88.29858,       29.83889,      -32.30435,      -88.29867,       29.84749,      -32.66304,K:\raw data\GM11\09-29\FL11273023510.png,  238,  606,  936
       2.5966214,      -88.29868,       29.85217,      -31.22826,      -88.29860,       29.87163,      -30.86957,K:\raw data\GM11\09-29\FL11273023510.png,  238, 1124, 1862
       2.6049542,      -88.29858,       29.87553,      -29.91304,      -88.29833,       29.90741,      -30.27174,K:\raw data\GM11\09-29\FL11273023617.png,  239,   24, 1244
       2.6339706,      -88.33762,       29.93496,      -25.72826,      -88.34282,       29.93592,      -25.13043,K:\raw data\GM11\09-29\FL11273023723.png,  240, 1158, 1348
       2.6505156,      -88.38520,       29.95226,      -24.77174,      -88.40270,       29.95927,      -25.01087,K:\raw data\GM11\09-29\FL11273023830.png,  241,  945, 1602
       2.6605611,      -88.41397,       29.96348,      -23.33696,      -88.42771,       29.96858,      -23.69565,K:\raw data\GM11\09-29\FL11273023937.png,  242,   30,  512
