time, lon1, lat1, depth1, lon2, lat2, depth2, file, number, shot1, shot2
       20.999848,      -90.00056,       28.68108,       -5.76087,      -90.00066,       28.66325,       -3.72826,K:\raw data\GM11\09-25\FL11268205942.png,   85,  522, 1214
       21.039400,      -90.00045,       28.57121,      -12.45652,      -90.00062,       28.56269,      -11.50000,K:\raw data\GM11\09-25\FL11268210155.png,   87,  794, 1110
       21.496829,      -90.49914,       28.29650,       -4.68478,      -90.49901,       28.31902,      -14.01087,K:\raw data\GM11\09-25\FL11268212942.png,  112,  200, 1056
       21.503310,      -90.49902,       28.31581,       -7.55435,      -90.49930,       28.34483,      -17.59783,K:\raw data\GM11\09-25\FL11268212942.png,  112,  900, 1988
       21.515253,      -90.49936,       28.35048,       -4.68478,      -90.49880,       28.39887,       -3.60870,K:\raw data\GM11\09-25\FL11268213049.png,  113,  190, 1998
       21.516688,      -90.49937,       28.35370,      -20.82609,      -90.49928,       28.36820,      -25.36957,K:\raw data\GM11\09-25\FL11268213049.png,  113,  345,  868
       21.532048,      -90.49880,       28.39887,       -3.25000,      -90.49915,       28.44102,       -3.13043,K:\raw data\GM11\09-25\FL11268213155.png,  114,    4, 1558
       21.683852,      -90.49926,       28.84042,      -14.13043,      -90.49922,       28.86003,       -7.19565,K:\raw data\GM11\09-25\FL11268214049.png,  122,  400, 1127
       21.689759,      -90.49923,       28.85758,      -12.33696,      -90.49914,       28.87970,      -13.77174,K:\raw data\GM11\09-25\FL11268214049.png,  122, 1038, 1875
       21.709628,      -90.49925,       28.91570,       -1.81522,      -90.49943,       28.93765,       -8.63043,K:\raw data\GM11\09-25\FL11268214155.png,  123, 1184, 1994
       21.717201,      -90.49943,       28.93847,       -7.91304,      -90.49926,       28.99249,       -8.63043,K:\raw data\GM11\09-25\FL11268214302.png,  124,    2, 1994
       1.2873264,      -90.49814,       28.94683,       -7.79348,      -90.49933,       28.93342,       -4.68478,K:\raw data\GM11\09-25\FL11269005252.png,  126,  496, 1026
       1.3042142,      -90.50105,       28.90123,       -7.79348,      -90.50083,       28.86011,       -8.03261,K:\raw data\GM11\09-25\FL11269011811.png,  127,  132, 1750
       1.3063436,      -90.50112,       28.89597,      -12.81522,      -90.50085,       28.86390,      -13.89130,K:\raw data\GM11\09-25\FL11269011811.png,  127,  362, 1606
       1.3258700,      -90.50092,       28.84202,      -11.50000,      -90.50115,       28.82540,      -16.16304,K:\raw data\GM11\09-25\FL11269011918.png,  128,  471, 1116
       1.3271753,      -90.50096,       28.83900,       -3.96739,      -90.50115,       28.82464,       -4.56522,K:\raw data\GM11\09-25\FL11269011918.png,  128,  612, 1172
       1.5007550,      -90.50103,       28.36601,      -25.36957,      -90.50118,       28.34980,      -22.50000,K:\raw data\GM11\09-25\FL11269012918.png,  137, 1360, 1984
       1.5077172,      -90.50120,       28.34673,      -19.39130,      -90.50129,       28.33671,      -17.47826,K:\raw data\GM11\09-25\FL11269013024.png,  138,  112,  512
       1.9806447,      -89.99853,       28.58039,       -7.07609,      -89.99827,       28.58701,      -15.20652,K:\raw data\GM11\09-25\FL11269015811.png,  163, 1192, 1424
       1.9883478,      -89.99780,       28.60348,      -10.66304,      -89.99719,       28.62156,      -30.86957,K:\raw data\GM11\09-25\FL11269015918.png,  164,   24,  693
       2.1793892,      -89.79682,       28.97950,       -4.56522,      -89.75662,       28.97598,       -4.92391,K:\raw data\GM11\09-25\FL11269021024.png,  174,  658, 1998
       2.1918697,      -89.75662,       28.97598,       -4.80435,      -89.69740,       28.97032,       -4.32609,K:\raw data\GM11\09-25\FL11269021131.png,  175,    6, 1994
       2.2288114,      -89.63753,       28.96459,       -3.72826,      -89.63932,       28.96476,      -11.38043,K:\raw data\GM11\09-25\FL11269021238.png,  176, 1996, 1930
       2.2288853,      -89.63753,       28.96459,       -4.32609,      -89.57783,       28.95875,       -4.92391,K:\raw data\GM11\09-25\FL11269021344.png,  177,    4, 1996
       2.2474211,      -89.57783,       28.95875,       -4.68478,      -89.56362,       28.94429,       -4.56522,K:\raw data\GM11\09-25\FL11269021451.png,  178,    6,  804
       2.2576981,      -89.56210,       28.93622,      -11.26087,      -89.55961,       28.91548,      -11.50000,K:\raw data\GM11\09-25\FL11269021451.png,  178, 1116, 1992
       2.2659381,      -89.55957,       28.91473,      -11.26087,      -89.54126,       28.88051,      -11.61957,K:\raw data\GM11\09-25\FL11269021558.png,  179,    6, 1524
       2.3036944,      -89.52233,       28.81908,      -12.45652,      -89.50643,       28.77293,      -10.54348,K:\raw data\GM11\09-25\FL11269021811.png,  181,   84, 1986
       2.3773928,      -89.50006,       28.62144,      -18.07609,      -89.50012,       28.58651,      -19.15217,K:\raw data\GM11\09-25\FL11269022238.png,  185,   44, 1387
       2.5155861,      -89.49990,       28.23843,      -24.89130,      -89.49984,       28.23219,      -30.27174,K:\raw data\GM11\09-25\FL11269023024.png,  192,  970, 1224
       2.5218356,      -89.49970,       28.22131,       -5.52174,      -89.49964,       28.21204,       -9.82609,K:\raw data\GM11\09-25\FL11269023024.png,  192, 1645, 1994
       3.0323619,      -88.99989,       28.81854,       -2.41304,      -89.00002,       28.83681,       -5.04348,K:\raw data\GM11\09-25\FL11269030131.png,  220,  786, 1438
       3.1561675,      -88.89706,       29.16497,       -5.40217,      -88.87759,       29.20426,       -9.34783,K:\raw data\GM11\09-25\FL11269030918.png,  227,  158, 1692
       3.2050897,      -88.85003,       29.30420,       -6.95652,      -88.84989,       29.31368,       -7.79348,K:\raw data\GM11\09-25\FL11269031131.png,  229, 1442, 1776
       3.2054417,      -88.85003,       29.30507,      -11.02174,      -88.84983,       29.31969,      -10.06522,K:\raw data\GM11\09-25\FL11269031131.png,  229, 1480, 1998
       3.2208386,      -88.85121,       29.35324,       -5.28261,      -88.85117,       29.36187,       -6.23913,K:\raw data\GM11\09-25\FL11269031238.png,  230, 1143, 1462
       3.2457164,      -88.85014,       29.43035,       -7.55435,      -88.85010,       29.43471,       -8.27174,K:\raw data\GM11\09-25\FL11269031344.png,  231, 1830, 1996
       3.2289214,      -88.85053,       29.37741,      -13.89130,      -88.85010,       29.43471,      -13.77174,K:\raw data\GM11\09-25\FL11269031344.png,  231,   16, 1998
       3.2545861,      -88.85000,       29.45811,       -5.88043,      -88.85005,       29.47621,       -6.59783,K:\raw data\GM11\09-25\FL11269031451.png,  232,  788, 1422
       3.2766956,      -88.86579,       29.52346,       -7.79348,      -88.87640,       29.54498,       -8.63043,K:\raw data\GM11\09-25\FL11269031558.png,  233, 1176, 1990
